RBC	RBC_Score	FBC	FBC_Score
RB10	76.3806	unclassified	68.4433
unclassified	50.2131		0
RB09	100	NB11	100
RB10	100	NB47	100
RB12	79.7436	NB69	100
RB10	100	NB49	100
RB09	100	NB70	100
RB09	100	NB73	80.9037
RB12	100	NB87	100
unclassified	30.8466		0
RB10	100	unclassified	43.5334
RB10	86.5093	NB40	100
unclassified	47.3418		0
unclassified	30.9261		0
unclassified	50.2131		0
RB10	82.2934	unclassified	55.8848
RB11	100	unclassified	42.0964
RB09	100	unclassified	40.4903
unclassified	38.7997		0
RB10	100	NB36	100
RB10	100	NB09	100
unclassified	39.0717		0
RB09	87.743	NB27	100
unclassified	69.2438		0
RB09	100	unclassified	45.5236
unclassified	41.7797		0
RB12	83.3194	unclassified	44.2177
RB09	100	unclassified	68.9304
unclassified	52.8814		0
RB12	75.5556	NB05	100
RB10	90.7251	unclassified	49.6209
RB09	100	NB05	100
RB10	100	NB62	100
unclassified	40.8511		0
unclassified	51.3924		0
RB12	100	unclassified	51.6949
RB10	85.7504	NB28	90.8241
RB12	100	unclassified	44.7749
unclassified	42.2654		0
unclassified	34.0336		0
unclassified	67.7092		0
unclassified	31.1973		0
RB12	100	unclassified	38.7997
RB11	100	unclassified	41.3007
unclassified	42.2654		0
unclassified	40.8511		0
RB09	100	NB66	91.5966
unclassified	28.1013		0
RB11	90.7861	NB51	76.6245
RB10	100	NB52	100
RB09	93.2261	NB52	77.9287
RB10	83.5174	NB57	100
RB09	100	unclassified	44.7749
RB09	85.6298	NB96	86.4522
RB09	95.9425	NB35	100
RB09	100	NB78	100
RB09	100	NB96	100
RB10	100	NB50	100
RB10	100	NB43	86.5206
unclassified	34.0336		0
RB10	91.7587	NB84	100
RB11	100	NB84	100
RB12	100	NB72	100
RB12	100	NB14	91.7797
RB11	100	NB84	100
RB12	100	unclassified	44.557
RB12	78.1197	unclassified	38.4615
unclassified	42.4345		0
RB11	90.7627	NB56	81.5098
RB09	100	NB71	100
unclassified	42.2654		0
RB09	89.1801	unclassified	43.8715
RB09	100	NB30	77.4303
RB10	100	NB96	100
unclassified	53.0802		0
RB09	100	NB04	100
RB10	91.7587	NB84	100
RB11	100	unclassified	62.8936
RB12	100	NB21	100
unclassified	42.2654		0
RB11	91.7797	NB75	100
unclassified	64.4593		0
RB09	100	NB25	100
unclassified	42.2654		0
RB09	100	unclassified	35.0297
unclassified	48.1513		0
unclassified	31.4455		0
RB10	94.941	NB24	100
unclassified	65.453		0
RB11	86.5254	NB84	100
unclassified	37.1936		0
unclassified	42.2654		0
RB11	100	NB82	100
RB09	84.928	unclassified	66.3575
RB11	94.9153	NB82	87.4682
unclassified	40.8511		0
RB10	71.2829	NB55	83.5454
RB12	100	NB95	83.9695
RB09	100	NB33	74.1963
RB11	100	unclassified	41.1366
unclassified	42.2654		0
RB12	94.8718	NB95	100
unclassified	37.7853		0
RB10	86.5093	NB52	100
RB09	100	NB30	100
RB11	100	NB32	87.7014
RB10	85.6661	unclassified	40.3376
unclassified	33.959		0
RB12	100	unclassified	46.1864
RB11	100	NB73	90.7928
unclassified	48.1481		0
RB09	100	NB66	94.958
RB09	100	unclassified	38.2727
RB10	85.6661	NB29	100
unclassified	67.3504		0
RB11	100	unclassified	50
unclassified	37.9747		0
RB11	100	unclassified	63.0912
RB10	100	NB32	100
RB11	79.4915	NB40	100
RB12	100	unclassified	63.8677
RB09	100	NB06	100
RB10	90.7251	unclassified	52.7566
RB10	81.4783	NB46	77.5168
RB09	100	NB35	78.8315
RB10	100	NB64	74.3243
RB10	100	NB08	85.7384
RB12	90.7692	NB53	100
RB09	100	NB34	90.7076
RB09	100	unclassified	38.95
unclassified	41.7797		0
RB09	100	unclassified	63.0861
RB12	100	NB96	100
RB12	83.3194	NB93	87.8481
RB11	100	NB51	100
RB11	100	unclassified	47.2973
RB09	100	unclassified	48.5934
RB10	83.5174	NB69	100
RB10	100	NB07	100
unclassified	51.3924		0
RB10	100	unclassified	63.6829
RB09	100	unclassified	35.9018
RB10	90.8094	NB61	95.7663
unclassified	40.8511		0
unclassified	61.9814		0
RB10	100	NB07	78.6441
unclassified	35.4184		0
RB10	80.5438	NB86	100
RB10	95.8369	NB86	100
RB11	100	NB24	95.8545
unclassified	43.6287		0
RB09	87.8276	unclassified	41.9628
unclassified	32.3753		0
RB09	100	NB38	82.4936
unclassified	50.5042		0
RB10	100	NB61	100
RB09	100	unclassified	53.6689
RB11	100	NB39	100
RB09	80.727	unclassified	38.9975
RB10	95.7841	NB27	87.6689
RB10	100	unclassified	67.3711
RB12	100	NB18	91.5038
RB11	91.7797	NB68	100
RB12	100	NB84	100
RB11	100	unclassified	45.5621
RB10	81.5633	unclassified	67.173
RB09	100	NB46	85.7383
RB12	100	NB58	100
unclassified	50.2984		0
RB11	100	unclassified	43.6071
unclassified	53.0252		0
RB11	80.9322	NB52	100
RB11	100	NB47	100
RB10	100	NB07	100
RB09	73.3277	unclassified	46.729
RB10	100	NB77	100
unclassified	50.5042		0
RB12	100	NB84	100
RB09	100	NB69	85.7384
unclassified	38.7997		0
RB10	79.8641	NB66	80.6723
RB10	75.5481	unclassified	61.1346
RB11	100	NB31	78.0694
RB11	100	unclassified	45.1858
RB10	78.0799	NB60	100
RB10	100	unclassified	36.172
RB12	100	unclassified	44.7749
RB09	80.896	NB42	100
RB11	95.8475	unclassified	40.8821
RB12	94.8718	NB78	100
RB12	100	NB62	100
unclassified	65.3423		0
RB09	77.4767	unclassified	49.8314
RB12	100	NB68	100
RB09	100	NB07	100
unclassified	42.2654		0
unclassified	33.7815		0
RB10	83.5174	NB08	73.4177
RB09	100	NB07	85.5932
unclassified	42.2654		0
RB09	100	NB25	100
RB09	100	NB68	100
unclassified	43.956		0
RB09	100	unclassified	40.7939
RB10	100	NB75	78.125
unclassified	42.2654		0
RB09	91.8713	NB96	100
RB10	100	unclassified	51.5203
RB12	100	NB48	100
RB12	100	NB48	100
unclassified	36.4706		0
RB11	100	unclassified	45.224
unclassified	42.2654		0
unclassified	66.8649		0
unclassified	50.2124		0
unclassified	42.2654		0
unclassified	50.2131		0
RB10	91.7587	NB14	100
RB11	100	NB51	100
unclassified	67.5402		0
RB09	78.4081	unclassified	39.5604
RB10	100	NB69	85.7384
RB10	100	NB07	100
RB11	100	unclassified	50.7209
RB09	100	NB05	86.5532
RB10	78.1619	unclassified	37.9983
RB11	94.9153	unclassified	42.1453
RB11	100	unclassified	37.0213
RB10	87.6805	NB28	90.6542
RB11	100	NB17	100
RB10	83.3475	NB94	94.9367
RB09	100	NB76	85.8108
RB12	100	NB69	85.7384
RB09	77.3074	NB59	100
unclassified	40.8511		0
RB12	100	unclassified	41.3356
RB12	73.9316	NB38	100
unclassified	49.8305		0
unclassified	46.661		0
RB10	100	NB67	100
RB10	78.1648	NB04	91.6382
RB12	100	unclassified	50.803
RB09	100	NB43	77.5063
RB12	87.8458	NB80	88.1054
unclassified	39.1489		0
unclassified	69.1453		0
RB10	100	NB08	100
RB10	100	NB96	90.8552
unclassified	51.3924		0
RB09	100	unclassified	36.3406
RB11	100	unclassified	55.6962
unclassified	40.8511		0
RB11	94.9153	NB46	76.594
RB10	78.4197	NB69	100
RB09	100	NB67	100
RB12	95.8927	NB44	81.5723
RB10	91.7587	NB30	100
RB10	100	NB74	87.8276
RB12	100	NB23	81.7186
RB10	91.7587	NB35	100
RB09	100	NB07	100
RB09	77.3074	NB84	100
RB09	100	unclassified	39.9156
RB11	100	NB35	100
unclassified	60.5932		0
RB12	70.4274	NB80	100
RB12	85.7502	unclassified	58.5034
RB10	100	NB46	100
RB12	87.5105	unclassified	42.9899
RB10	100	NB43	75.5687
RB10	100	NB44	95.7735
RB11	100	NB46	83.2215
RB11	100	NB43	87.6158
unclassified	42.2654		0
RB11	100	NB19	85.1226
RB09	100	NB39	91.5541
unclassified	31.7875		0
RB10	100	NB07	100
RB09	100	NB32	91.5182
RB09	100	NB44	100
unclassified	41.2511		0
unclassified	59.1906		0
RB09	100	unclassified	38.2727
RB11	100	NB90	100
unclassified	45.6467		0
unclassified	37.3737		0
unclassified	35.5802		0
RB11	100	NB36	100
RB12	73.9316	unclassified	44.7635
RB09	100	NB44	100
RB10	100	unclassified	44.5671
unclassified	44.3404		0
RB09	100	NB56	80.6616
RB12	93.2942	unclassified	44.0878
RB09	100	unclassified	45.3165
RB12	100	NB86	85.5442
RB10	100	NB12	91.7016
RB09	90.8552	unclassified	44.5478
unclassified	35.7566		0
RB09	76.376	NB49	95.8545
RB12	95.8927	unclassified	41.9983
RB12	77.9487	unclassified	44.5671
unclassified	42.2654		0
RB12	71.2821	unclassified	35.9018
unclassified	43.9316		0
unclassified	40.8511		0
RB10	83.5174	NB12	100
unclassified	64.6154		0
RB10	100	unclassified	46.5823
RB10	100	unclassified	34.6577
unclassified	65.0847		0
RB11	100	unclassified	44.7749
unclassified	62.4683		0
RB12	100	NB23	91.6596
RB09	90.6859	NB25	100
RB10	100	unclassified	69.9062
unclassified	47.5424		0
unclassified	42.2654		0
RB10	100	NB68	100
unclassified	36.1345		0
RB10	100	NB68	100
RB10	100	NB75	100
RB09	100	NB39	91.5541
RB09	73.3277	unclassified	39.1525
RB12	100	NB18	81.3934
RB11	100	unclassified	38.8842
unclassified	32.1008		0
RB11	100	NB17	100
RB11	100	NB50	87.4368
unclassified	41.4346		0
RB10	100	unclassified	47.6793
unclassified	50.5042		0
unclassified	43.956		0
RB12	79.7436	unclassified	61.3828
unclassified	47.0588		0
RB12	86.4957	NB22	87.7119
RB12	100	unclassified	64.8007
RB09	84.928	NB14	80.5085
RB12	100	NB22	100
RB09	100	NB64	100
RB09	100	NB23	100
RB12	90.7692	unclassified	49.1049
RB11	100	NB84	85.0127
RB10	100	NB43	95.7877
RB12	100	NB76	100
unclassified	52.8814		0
unclassified	65.2137		0
RB12	100	NB61	100
RB10	72.5573	NB07	100
RB12	100	unclassified	48.9487
RB09	95.9425	NB61	75.4445
RB09	89.8391	NB96	100
unclassified	34.346		0
RB10	100	NB94	85.654
RB09	87.4049	NB46	100
RB12	100	NB76	100
RB11	100	unclassified	34.039
RB09	100	NB18	87.4257
RB09	100	NB13	72.4809
RB10	90.7392	unclassified	64.6809
unclassified	51.3924		0
unclassified	68.8034		0
RB12	100	NB48	83.9255
unclassified	28.825		0
unclassified	44.4255		0
unclassified	40.8511		0
RB12	100	NB27	77.2804
RB12	85.4701	NB14	91.7797
unclassified	51.3924		0
RB10	90.7251	unclassified	42.383
unclassified	50.5042		0
RB10	100	unclassified	41.9983
RB10	100	NB92	100
RB12	100	NB90	100
RB09	100	unclassified	42.4345
RB10	83.8573	unclassified	44.19
RB10	100	NB55	87.7014
unclassified	68.0779		0
unclassified	53.5926		0
RB11	100	NB88	95.777
unclassified	39.8319		0
unclassified	69.0617		0
RB10	100	NB05	79.4043
unclassified	30.339		0
RB09	100	unclassified	42.2819
unclassified	47.0588		0
unclassified	39.0717		0
RB12	100	NB12	91.6178
RB11	91.5469	NB35	100
RB12	100	unclassified	43.0991
unclassified	35.5802		0
RB10	95.8369	unclassified	64.3697
RB10	100	unclassified	56.3345
RB11	100	unclassified	52.6537
unclassified	40.8511		0
RB09	94.9281	NB84	100
RB09	100	NB50	100
RB10	94.941	NB83	94.9153
RB11	85.6298	NB09	100
RB12	100	NB46	100
unclassified	32.3753		0
RB09	100	NB91	90.7016
RB11	100	NB50	100
unclassified	45.2766		0
unclassified	35.8411		0
RB09	73.3277	NB28	78.5896
RB11	87.3204	unclassified	44.7547
RB12	74.8533	NB94	100
RB10	100	unclassified	36.9454
RB12	100	NB84	100
RB09	100	NB49	100
unclassified	40.8511		0
RB10	87.5956	NB11	90.8707
RB10	100	NB11	75.6551
RB10	100	NB05	100
RB12	100	NB70	100
unclassified	39.1709		0
unclassified	38.9076		0
RB10	100	NB96	83.9119
RB09	100	NB43	86.5206
unclassified	68.8027		0
unclassified	43.956		0
RB11	74.3872	unclassified	46.4527
RB09	100	NB91	70.2451
RB09	100	NB79	100
RB12	100	unclassified	37.116
RB09	100	unclassified	44.7749
unclassified	60.4274		0
unclassified	35.6303		0
RB12	71.2821	unclassified	45.1064
RB09	100	NB91	81.4032
RB10	100	NB26	100
unclassified	41.7936		0
RB11	100	unclassified	44.9874
RB09	100	NB96	78.2388
RB09	100	NB41	100
RB09	100	NB39	100
unclassified	67.5608		0
RB09	85.6054	NB34	100
RB11	100	NB93	85.8228
RB09	100	NB39	83.277
RB09	94.9196	NB48	95.7699
unclassified	42.2654		0
RB12	80.7209	NB87	90.7939
unclassified	49.0295		0
RB10	89.2074	unclassified	36.3176
RB09	75.5292	NB90	100
RB12	100	NB30	73.3728
RB10	90.7251	NB44	100
RB12	100	unclassified	37.1719
RB09	100	NB65	85.6661
unclassified	40.8511		0
RB09	100	NB04	81.3993
unclassified	53.8977		0
RB09	100	NB78	100
unclassified	67.9661		0
RB10	100	NB43	81.4659
RB09	100	NB67	100
RB09	82.7265	unclassified	40.0851
RB11	100	NB73	87.2123
unclassified	65.1771		0
RB10	100	NB80	100
RB12	100	NB10	80.6287
unclassified	37.1936		0
RB11	100	unclassified	53.617
RB09	73.2883	unclassified	45.4468
unclassified	42.2654		0
RB09	100	NB49	94.9239
RB09	100	NB84	100
RB09	73.3277	NB44	100
RB11	100	unclassified	42.3729
RB10	90.7251	NB91	100
unclassified	28.6441		0
RB12	100	NB82	100
RB12	85.7502	NB24	95.8545
RB10	79.3423	NB56	100
RB12	70.4274	NB93	100
RB09	91.5469	NB78	100
RB12	77.9487	NB38	100
RB10	91.7587	unclassified	51.5559
RB10	100	unclassified	41.449
unclassified	34.0928		0
RB09	100	unclassified	49.5319
unclassified	50.2131		0
RB10	100	unclassified	63.6364
RB12	100	unclassified	35.5518
RB09	100	NB45	95.8475
RB11	100	NB94	100
unclassified	30.9322		0
RB12	100	NB24	95.8545
RB09	79.9662	NB82	86.7909
RB11	100	unclassified	39.8477
RB12	100	unclassified	65.5114
unclassified	37.2054		0
unclassified	37.109		0
RB10	100	NB43	81.4659
RB10	100	NB05	100
RB11	100	NB05	100
RB10	90.7251	NB86	100
unclassified	41.7797		0
RB09	73.3277	NB67	84.9453
unclassified	51.4768		0
RB10	85.8347	NB80	100
RB10	100	NB29	100
unclassified	48.1733		0
RB10	85.6661	NB66	83.4454
RB09	100	NB88	100
RB09	100	NB10	100
unclassified	50.0855		0
RB12	100	unclassified	45.5236
unclassified	42.2654		0
unclassified	42.2654		0
unclassified	39.1597		0
RB11	75.4861	NB17	71.7428
unclassified	50.5042		0
RB11	81.4032	NB86	100
unclassified	66.8639		0
RB11	100	unclassified	50.5922
RB09	100	NB68	95.8227
RB09	90.7016	NB62	100
RB11	100	NB71	100
RB11	73.5418	NB54	84.9618
RB11	100	unclassified	41.1915
unclassified	42.2654		0
RB09	76.5453	NB30	77.4303
RB11	100	unclassified	48.8608
RB10	86.4061	unclassified	48.1544
RB09	100	NB88	76.6047
RB10	100	NB76	100
RB11	76.3559	NB36	90.8085
RB09	85.6901	unclassified	41.2362
unclassified	45.0253		0
RB09	100	NB09	100
RB09	100	unclassified	37.1622
RB11	87.743	NB25	100
RB11	100	NB89	100
RB10	100	NB50	83.4739
unclassified	39.5604		0
RB10	100	NB56	90.7549
unclassified	50.5042		0
RB10	100	unclassified	69.0295
RB09	86.7909	unclassified	34.949
unclassified	39.0717		0
RB10	86.8465	unclassified	51.2299
RB12	87.8458	NB40	100
RB12	100	NB54	90.6542
unclassified	42.2654		0
RB11	100	unclassified	45.6998
RB10	100	NB84	100
RB09	100	unclassified	49.5319
RB12	100	NB41	80.6452
RB09	100	NB88	100
RB09	100	NB30	100
RB12	100	unclassified	37.3412
unclassified	63.828		0
unclassified	51.9658		0
RB10	100	NB08	85.654
RB09	95.7735	NB87	79.8142
RB09	87.6376	NB68	77.2379
unclassified	42.2654		0
unclassified	28.9855		0
RB10	100	unclassified	58.8435
RB10	100	unclassified	41.9983
RB11	100	unclassified	55.5556
RB09	95.9356	NB84	100
RB11	100	NB54	100
RB09	100	NB88	100
RB12	100	NB18	78.7596
RB09	100	NB82	100
unclassified	50.5042		0
RB12	100	NB06	100
RB11	100	NB64	95.8615
unclassified	32.2251		0
RB10	100	unclassified	45.6467
unclassified	42.3529		0
RB09	100	unclassified	43.1472
RB10	83.5174	unclassified	39.9156
RB10	77.3152	unclassified	38.8374
RB11	87.743	unclassified	41.3502
RB12	100	NB93	100
RB09	100	NB95	85.581
RB10	100	unclassified	38.8842
unclassified	42.9412		0
RB12	100	NB61	100
RB10	100	NB84	100
unclassified	50.2131		0
unclassified	43.956		0
RB10	91.7587	NB49	100
unclassified	42.2654		0
RB10	100	NB08	90.7173
RB12	71.9658	unclassified	42.2034
RB12	93.2942	NB80	87.7655
unclassified	44.135		0
RB10	100	NB64	94.9324
unclassified	42.2654		0
RB11	100	unclassified	43.2047
unclassified	42.2654		0
RB09	100	NB40	100
unclassified	57.0826		0
RB10	100	unclassified	57.1186
RB11	100	NB96	72.989
RB11	100	unclassified	50.634
RB09	100	NB36	100
RB10	100	NB33	100
unclassified	40.3568		0
RB10	100	unclassified	34.6644
RB11	73.6264	NB95	77.0992
RB09	100	NB30	89.8563
RB11	100	unclassified	68.4388
RB10	79.0051	unclassified	36.5093
RB12	100	NB40	100
RB12	81.14	NB78	100
unclassified	50.2131		0
RB10	100	unclassified	45.4468
unclassified	52.8814		0
RB10	95.7841	NB64	82.5169
unclassified	62.8717		0
RB10	90.7251	NB95	87.7014
RB09	100	NB81	100
RB10	100	NB53	85.581
RB09	100	unclassified	41.1864
unclassified	37.7664		0
RB10	100	unclassified	41.9983
unclassified	40.8511		0
RB12	80.3419	NB41	90.747
RB11	100	NB76	100
unclassified	39.0717		0
unclassified	42.2654		0
RB12	94.8718	NB88	78.0405
RB12	100	NB91	100
unclassified	50.6351		0
RB10	82.4979	unclassified	43.9189
RB11	90.7627	unclassified	39.1194
RB12	93.2942	NB77	100
unclassified	31.3924		0
RB09	100	unclassified	44.7749
RB09	74.6825	NB71	86.5025
RB09	100	unclassified	41.2362
RB10	100	NB31	100
RB10	75.1265	unclassified	45.1751
unclassified	40.9322		0
RB10	95.7841	NB36	86.5532
RB09	72.3963	unclassified	38.6498
RB09	100	NB50	100
RB11	82.5424	unclassified	43.2546
unclassified	40.8511		0
unclassified	32.3207		0
RB09	100	NB30	90.8707
RB12	85.7502	NB48	100
RB10	100	unclassified	59.6596
RB10	100	NB64	95.8615
unclassified	44.1176		0
RB10	90.7392	NB12	100
unclassified	38.6441		0
RB10	79.3423	NB34	90.7928
RB09	85.6054	NB83	81.3559
RB09	73.3277	unclassified	41.9437
unclassified	58.0864		0
RB10	100	NB12	100
RB09	83.432	NB81	84.8485
unclassified	50.5042		0
RB09	100	NB71	93.2088
RB09	100	unclassified	45.6081
unclassified	35.3191		0
RB11	100	NB93	100
RB09	85.6901	NB81	86.532
unclassified	58.0289		0
unclassified	49.7046		0
RB09	100	NB30	91.5469
unclassified	68.3051		0
unclassified	42.4809		0
RB09	100	NB70	100
RB12	100	NB96	73.3277
RB12	86.4957	unclassified	47.9255
RB09	100	NB80	88.955
RB11	100	unclassified	42.1453
RB12	100	unclassified	64.6661
unclassified	28.0717		0
RB11	91.7797	NB76	94.9324
RB11	100	NB21	100
unclassified	33.2773		0
unclassified	42.2654		0
RB09	100	unclassified	63.6132
RB09	100	unclassified	42.46
unclassified	52.1849		0
unclassified	51.1864		0
unclassified	60.4274		0
RB09	100	unclassified	51.3559
RB10	100	NB69	100
RB11	100	unclassified	41.9983
unclassified	40.8511		0
RB10	100	unclassified	67.4536
RB09	100	unclassified	41.9847
RB11	100	NB08	90.8017
unclassified	56.9231		0
RB10	83.5174	NB47	100
RB11	81.4407	NB93	100
RB09	100	unclassified	36.6412
RB09	100	unclassified	42.8209
RB11	87.7119	NB89	100
RB10	82.715	NB34	100
RB09	87.7223	NB90	100
RB09	100	NB90	100
RB11	100	unclassified	38.2727
RB12	100	NB63	100
unclassified	41.7797		0
RB11	100	NB17	100
unclassified	67.2312		0
unclassified	51.1804		0
RB10	100	NB43	86.6049
RB12	100	unclassified	40.9822
RB11	100	NB15	100
RB10	72.344	NB92	100
RB10	100	unclassified	53.3674
unclassified	67.8814		0
RB11	70.1606	unclassified	40.8094
RB09	100	unclassified	38.2727
RB10	100	NB07	100
unclassified	53.0802		0
RB10	100	NB29	93.2318
RB09	100	NB67	100
RB12	100	NB86	100
RB12	83.7385	NB41	100
RB09	91.5469	NB38	95.9009
RB10	87.3524	unclassified	42.1585
RB10	93.2546	NB88	100
RB12	100	NB83	91.6102
RB09	100	NB33	72.1658
unclassified	50.5504		0
RB11	95.8475	NB51	80.5907
RB12	87.8458	NB46	100
RB12	100	NB38	100
RB09	95.9356	NB90	100
RB11	100	NB72	71.3322
RB10	87.5956	unclassified	44.5946
RB09	100	unclassified	38.0872
RB09	73.3277	unclassified	39.527
RB09	100	NB71	100
RB10	100	NB69	71.3924
RB10	90.8938	NB82	100
RB10	100	NB32	90.6701
RB09	91.8713	NB38	90.6917
RB12	100	NB83	87.7119
unclassified	38.1435		0
RB10	100	NB44	85.6298
unclassified	42.2654		0
RB09	100	NB25	100
unclassified	37.3109		0
RB11	100	NB62	83.2629
unclassified	66.5261		0
unclassified	67.3158		0
unclassified	38.0389		0
RB09	100	unclassified	34.6577
RB11	83.8983	unclassified	39.629
RB12	72.0513	NB41	94.9066
unclassified	32.4576		0
unclassified	44.7059		0
RB09	100	NB93	100
RB11	100	NB88	100
unclassified	39.6624		0
RB10	100	unclassified	44.7749
RB09	100	unclassified	46.4741
RB12	94.8718	NB84	100
unclassified	66.5538		0
unclassified	50.9322		0
RB09	94.9281	NB07	100
RB10	100	unclassified	38.6383
RB11	100	NB05	100
unclassified	50.2113		0
unclassified	51.3445		0
RB09	95.9425	NB33	71.489
RB10	100	NB13	91.7866
RB11	79.9662	NB43	94.9452
RB10	100	NB26	100
RB12	100	NB30	85.6298
RB12	100	unclassified	46.4014
unclassified	48.8235		0
unclassified	37.3832		0
RB12	100	unclassified	44.8393
RB10	100	NB29	90.8629
unclassified	45.7312		0
RB10	85.6661	NB10	100
RB09	100	NB15	100
RB11	100	NB38	100
RB09	95.9356	unclassified	62.0573
RB10	100	unclassified	40.8355
RB11	100	unclassified	42.0561
unclassified	37.2054		0
unclassified	48.6786		0
unclassified	46.3866		0
RB09	100	unclassified	36.2869
RB12	82.3973	unclassified	46.7511
RB12	94.8718	unclassified	62.1302
RB09	100	unclassified	69.2568
RB12	95.7265	NB86	100
RB09	100	NB51	100
RB09	100	NB34	100
RB12	100	NB69	100
RB09	100	NB10	100
RB10	83.4325	NB49	93.2318
RB09	100	NB83	100
RB10	91.7587	unclassified	59.9156
unclassified	39.8319		0
RB12	74.9371	NB23	94.9452
RB11	100	NB05	100
RB12	94.8718	unclassified	42.3858
RB11	100	NB69	95.7806
unclassified	42.2654		0
RB11	100	NB76	100
RB09	94.9196	unclassified	53.1879
RB09	100	NB89	100
unclassified	41.5126		0
RB09	100	NB54	95.8369
RB09	100	NB03	76.3559
RB11	100	unclassified	47.3463
unclassified	37.1186		0
RB11	82.7119	NB83	86.6949
unclassified	40.8284		0
RB09	80.525	unclassified	42.8207
RB11	100	unclassified	44.9874
unclassified	40.8511		0
RB09	90.6859	unclassified	43.1953
RB12	90.6838	NB46	100
RB10	81.6189	NB36	90.6383
unclassified	41.4346		0
RB09	100	NB49	100
unclassified	61.1346		0
RB09	100	NB71	90.8319
RB09	100	NB68	95.8227
RB09	100	NB92	87.6701
RB11	100	NB05	100
unclassified	41.7797		0
RB09	82.2485	unclassified	60.6419
RB09	100	NB67	100
unclassified	46.2649		0
RB10	100	unclassified	51.3445
RB11	74.4068	unclassified	54.6453
RB09	95.7735	NB46	85.7383
RB12	75.5556	NB89	100
RB10	86.661	NB03	73.4746
RB10	100	NB22	83.3051
RB10	91.7587	NB69	100
unclassified	40.8511		0
RB12	100	NB03	100
RB09	93.2375	NB60	100
RB10	100	NB64	82.5169
RB10	100	unclassified	54.6462
RB09	100	NB67	100
unclassified	43.4746		0
unclassified	50.8547		0
unclassified	36.0877		0
RB09	80.525	NB67	100
unclassified	63.06		0
unclassified	59.9153		0
RB10	100	NB63	94.941
RB11	100	NB39	100
RB11	81.4407	NB59	83.2622
unclassified	50.5042		0
unclassified	30.093		0
RB09	100	unclassified	43.3277
unclassified	48.6441		0
unclassified	47.1429		0
unclassified	68.2164		0
RB10	78.0776	unclassified	39.6115
RB10	79.8482	NB18	87.4257
RB12	91.6239	NB87	100
RB11	100	unclassified	35.9797
RB09	100	NB49	100
RB09	100	NB67	100
unclassified	40.8284		0
RB12	100	NB72	100
